item,issn,label,publisher,homepage_url,http_status,final_url,category
2125,1816-5532,Bulletin of Kamchatka Regional Association Educati / Unknown,Unknown,http://www.kscnet.ru/journal/kraesc/,200,http://www.kscnet.ru/journal/index.php/kraesc/ru/,WORKING
2126,2319-247X,Exploratory Animal and Medical Research West Benga / Unknown,Unknown,http://www.animalmedicalresearch.org,200,https://animalmedicalresearch.org/,WORKING
2127,2397-7825,Journal of Global Faultlines Pluto Journals / Unknown,Unknown,,NO_URL,,NO_URL
2128,2078-0389,Economic History of Developing Regions Taylor and  / Unknown,Unknown,https://www.tandfonline.com/toc/rehd20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2129,0025-0244,Magyar Onkologia Akademiai Kiado / Unknown,Unknown,http://www.akademiai.com/content/121065,404,http://www.akademiai.com/content/121065,BROKEN_404
2130,2213-8706,International Journal of Chinese Linguistics John  / Unknown,Unknown,,NO_URL,,NO_URL
2131,2776-6098,ASEAN Journal of Science and Engineering Universit / Unknown,Unknown,,NO_URL,,NO_URL
2132,0011-183X,CROP SCIENCE / WILEY,WILEY,https://acsess.onlinelibrary.wiley.com/journal/14350653,200,https://acsess.onlinelibrary.wiley.com/action/cookieAbsent,WORKING
2133,1352-2310,ATMOSPHERIC ENVIRONMENT / PERGAMON-ELSEVIER SCIENCE LTD,PERGAMON-ELSEVIER SCIENCE LTD,https://www.journals.elsevier.com/atmospheric-environment,403,https://www.journals.elsevier.com/atmospheric-environment,BROKEN_403
2134,1664-0640,FRONTIERS IN PSYCHIATRY / FRONTIERS MEDIA SA,FRONTIERS MEDIA SA,http://frontiersin.org/psychiatry,200,https://www.frontiersin.org/journals/psychiatry,WORKING
2135,0047-1178,INTERNATIONAL RELATIONS / SAGE PUBLICATIONS LTD,SAGE PUBLICATIONS LTD,http://ire.sagepub.com/,403,http://ire.sagepub.com/,BROKEN_403
2136,1612-4669,EUROPEAN JOURNAL OF FOREST  RESEARCH / SPRINGER,SPRINGER,https://www.springer.com/journal/10342,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F10342,WORKING
2137,0920-5063,JOURNAL OF BIOMATERIALS SCIENCE- POLYMER EDITION / TAYLOR & FRANCIS LTD,TAYLOR & FRANCIS LTD,https://www.tandfonline.com/toc/tbsp20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2138,1616-7228,OCEAN DYNAMICS / SPRINGER HEIDELBERG,SPRINGER HEIDELBERG,https://www.springer.com/journal/10236,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F10236,WORKING
2139,0090-3752,NUCLEAR DATA SHEETS / ACADEMIC PRESS INC ELSEVIER  SCIENCE,ACADEMIC PRESS INC ELSEVIER  SCIENCE,https://www.journals.elsevier.com/nuclear-data-sheets,403,https://www.journals.elsevier.com/nuclear-data-sheets,BROKEN_403
2140,0951-192X,INTERNATIONAL JOURNAL OF  COMPUTER INTEGRATED  MAN / TAYLOR & FRANCIS LTD,TAYLOR & FRANCIS LTD,https://www.tandfonline.com/toc/tcim20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2141,0305-7070,"JOURNAL OF SOUTHERN AFRICAN  STUDIES / ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LT","ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LTD",http://www.tandfonline.com/cjss,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2142,2162-2647,SOUTHWESTERN ENTOMOLOGIST / SOUTHWESTERN ENTOMOLOGICAL  SOC,SOUTHWESTERN ENTOMOLOGICAL  SOC,,NO_URL,,NO_URL
2143,1996-7292,AQUATIC MAMMALS / EUROPEAN ASSOC AQUATIC  MAMMALS,EUROPEAN ASSOC AQUATIC  MAMMALS,http://www.aquaticmammalsjournal.org,403,http://www.aquaticmammalsjournal.org,BROKEN_403
2144,0927-3972,Strabismus Taylor and Francis Ltd. / Unknown,Unknown,https://www.tandfonline.com/toc/istr20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2145,2093-7717,Journal of Distribution Science KODISA Foundation / Unknown,Unknown,https://kodisa.jams.or.kr/co/locale.kci?lang=en_US,ERROR,[Errno 11001] getaddrinfo failed,BROKEN_NET
2146,0578-6967,"IRAN-JOURNAL OF THE BRITISH  INSTITUTE OF PERSIAN  / ROUTLEDGE JOURNALS, TAYLOR ","ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LTD",https://www.tandfonline.com/toc/rirn20/current,ERROR,timed out,BROKEN_NET
2147,0168-2601,OPEN HOUSE INTERNATIONAL- SUSTAINABLE & SMART ARCH / EMERALD GROUP PUBLISHING LT,EMERALD GROUP PUBLISHING LTD,,NO_URL,,NO_URL
2148,0975-4261,Medicinal Plants - International Journal of Phytom / Unknown,Unknown,http://indianjournals.com,ERROR,[Errno 11001] getaddrinfo failed,BROKEN_NET
2149,2212-571X,JOURNAL OF DESTINATION  MARKETING & MANAGEMENT / ELSEVIER,ELSEVIER,https://www.journals.elsevier.com/journal-of-destination-marketing-and-management,ERROR,[Errno 11001] getaddrinfo failed,BROKEN_NET
2150,0269-7580,International Review of Victimology SAGE Publicati / Unknown,Unknown,http://www.sagepub.com/journals/Journal202073,ERROR,timed out,BROKEN_NET
2151,2341-1112,"Vegueta University of Las Palmas de Gran Canaria,  / Unknown",Unknown,,NO_URL,,NO_URL
2152,1542-4235,MOVING IMAGE / UNIV MINNESOTA PRESS,UNIV MINNESOTA PRESS,http://muse.jhu.edu/journals/mov,ERROR,[Errno 11001] getaddrinfo failed,BROKEN_NET
2153,2225-2010,African Journal of Laboratory Medicine AOSIS (Pty) / Unknown,Unknown,https://ajlmonline.org/index.php/ajlm,200,https://ajlmonline.org/index.php/ajlm,WORKING
2154,1755-750X,Journal of Historical Research in Marketing Emeral / Unknown,Unknown,http://www.emeraldinsight.com/journals.htm?issn=1755-750X,403,http://www.emeraldinsight.com/journals.htm?issn=1755-750X,BROKEN_403
2155,1939-2419,HISTORICAL REFLECTIONS-REFLEXIONS  HISTORIQUES / BERGHAHN JOURNALS,BERGHAHN JOURNALS,http://journals.berghahnbooks.com/hrrh/,200,https://hrrh.berghahnjournals.com/,WORKING
2156,0814-6039,ACOUSTICS AUSTRALIA / SPRINGER SINGAPORE PTE LTD,SPRINGER SINGAPORE PTE LTD,https://www.springer.com/journal/40857,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F40857,WORKING
2157,2366-2395,ZEITSCHRIFT FUR DIALEKTOLOGIE UND  LINGUISTIK / FRANZ STEINER VERLAG GMBH,FRANZ STEINER VERLAG GMBH,http://elibrary.steiner-verlag.de/ejournals/zeitschrift-fuer-dialektologie-und-linguistik.html,404,http://elibrary.steiner-verlag.de/ejournals/zeitschrift-fuer-dialektologie-und-linguistik.html,BROKEN_404
2158,2406-9272,Squalen Bulletin of Marine and Fisheries Postharve / Unknown,Unknown,http://www.bbp4b.litbang.kkp.go.id/squalen-bulletin/index.php/squalen,500,http://www.bbp4b.litbang.kkp.go.id/squalen-bulletin/index.php/squalen,BROKEN_500
2159,2468-8827,International Journal of Noncommunicable Diseases  / Unknown,Unknown,http://www.ijncd.org,200,https://journals.lww.com/ijnc/pages/default.aspx,WORKING
2160,1569-1861,HONG KONG JOURNAL OF  OCCUPATIONAL THERAPY / SAGE PUBLICATIONS LTD,SAGE PUBLICATIONS LTD,https://journals.sagepub.com/home/hjo,200,https://journals.sagepub.com/action/cookieAbsent,WORKING
2161,1745-9737,JOURNAL OF MATHEMATICS AND  MUSIC / TAYLOR & FRANCIS LTD,TAYLOR & FRANCIS LTD,https://www.tandfonline.com/toc/tmam20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2162,2183-5462,Media e Jornalismo Instituto de Comunicacao da NOV / Unknown,Unknown,http://impactum-journals.uc.pt/index.php/mj/index,200,https://impactum-journals.uc.pt/index.php/mj/index,WORKING
2163,2001-9076,Nordic Journal of Educational History University o / Unknown,Unknown,https://journals.ub.umu.se/index.php/njedh/index,200,https://journals.ub.umu.se/index.php/njedh/index,WORKING
2164,2520-8985,Chinese Journal of Academic Radiology Springer / Unknown,Unknown,https://link.springer.com/journal/42058,200,https://link.springer.com/journal/42058,WORKING
2165,2171-2069,Revista Iberoamericana de Psicologia y Salud Edici / Unknown,Unknown,http://www.usc.es/suips/index.html,404,http://www.usc.es/suips/index.html,BROKEN_404
2166,2405-5522,Study Abroad Research in Second Language Acquisiti / Unknown,Unknown,,NO_URL,,NO_URL
2167,2215-0900,Spool TU Delft Open / Unknown,Unknown,,NO_URL,,NO_URL
2168,2037-4631,RENDICONTI LINCEI-SCIENZE FISICHE E  NATURALI / SPRINGER-VERLAG ITALIA SRL,SPRINGER-VERLAG ITALIA SRL,http://link.springer.com/journal/12210,200,https://link.springer.com/journal/12210,WORKING
2169,2385-2623,Rendiconti Lincei Springer Science and Business Me / Unknown,Unknown,http://link.springer.com/journal/12210,200,https://link.springer.com/journal/12210,WORKING
2170,1083-351X,JOURNAL OF BIOLOGICAL CHEMISTRY / ELSEVIER,ELSEVIER,https://www.sciencedirect.com/journal/journal-of-biological-chemistry,403,https://www.sciencedirect.com/journal/journal-of-biological-chemistry,BROKEN_403
2171,1059-9495,JOURNAL OF MATERIALS ENGINEERING  AND PERFORMANCE / SPRINGER,SPRINGER,http://www.springer.com/materials/characterization+%26+evaluation/journal/11665,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F11665,WORKING
2172,1939-1404,IEEE JOURNAL OF SELECTED TOPICS IN  APPLIED EARTH  / IEEE-INST ELECTRICAL ELECTR,IEEE-INST ELECTRICAL ELECTRONICS  ENGINEERS INC,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4609443,200,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4609443,WORKING
2173,1424-3903,PANCREATOLOGY / ELSEVIER,ELSEVIER,https://www.journals.elsevier.com/pancreatology,403,https://www.journals.elsevier.com/pancreatology,BROKEN_403
2174,0210-4806,ACTAS UROLOGICAS ESPANOLAS / ELSEVIER ESPANA,ELSEVIER ESPANA,https://www.journals.elsevier.com/actas-urologicas-espanolas,403,https://www.journals.elsevier.com/actas-urologicas-espanolas,BROKEN_403
2175,2305-6304,TOXICS / MDPI,MDPI,http://www.mdpi.com/journal/toxics/,403,http://www.mdpi.com/journal/toxics/,BROKEN_403
2176,0012-1592,DEVELOPMENT GROWTH &  DIFFERENTIATION / WILEY,WILEY,https://onlinelibrary.wiley.com/journal/1440169X,403,https://onlinelibrary.wiley.com/journal/1440169X,BROKEN_403
2177,0962-2802,STATISTICAL METHODS IN MEDICAL  RESEARCH / SAGE PUBLICATIONS LTD,SAGE PUBLICATIONS LTD,http://smm.sagepub.com/,403,http://smm.sagepub.com/,BROKEN_403
2178,1353-5773,AQUACULTURE NUTRITION / WILEY,WILEY,https://onlinelibrary.wiley.com/journal/13652095,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
2179,1130-8621,Enfermeria Clinica Elsevier Espana S.L.U / Unknown,Unknown,https://www.journals.elsevier.com/enfermeria-clinica,403,https://www.journals.elsevier.com/enfermeria-clinica,BROKEN_403
2180,1941-3084,CIRCULATION-ARRHYTHMIA AND  ELECTROPHYSIOLOGY / LIPPINCOTT WILLIAMS & WILKINS,LIPPINCOTT WILLIAMS & WILKINS,https://www.ahajournals.org/journal/circep,200,https://www.ahajournals.org/journal/circep,WORKING
2181,0957-8234,JOURNAL OF EDUCATIONAL  ADMINISTRATION / EMERALD GROUP PUBLISHING LTD,EMERALD GROUP PUBLISHING LTD,http://www.emeraldinsight.com/0957-8234.htm,403,http://www.emeraldinsight.com/0957-8234.htm,BROKEN_403
2182,0084-5299,ZEITSCHRIFT FUR ASSYRIOLOGIE UND  VORDERASIATISCHE / WALTER DE GRUYTER GMBH,WALTER DE GRUYTER GMBH,,NO_URL,,NO_URL
2183,2233-7180,Journal of the Korean Wood Science and Technology  / Unknown,Unknown,http://www.kswst.or.kr/html/sub03%5F02.asp,404,http://www.kswst.or.kr/html/sub03%5F02.asp,BROKEN_404
2184,1359-0790,Journal of Financial Crime Emerald Group Publishin / Unknown,Unknown,http://info.emeraldinsight.com/products/journals/journals.htm?id=jfc,ERROR,[Errno 11001] getaddrinfo failed,BROKEN_NET
2185,1846-405X,Paediatria Croatica Children's University Hospital / Unknown,Unknown,http://www.paedcro.com,ERROR,[WinError 10054] An existing connection was forcibly closed by the remote host,BROKEN_NET
2186,1932-5134,Journal of Micro/Nanolithography MEMS and MOEMS / Unknown,Unknown,,NO_URL,,NO_URL
2187,0890-4065,JOURNAL OF AGING STUDIES / ELSEVIER SCIENCE INC,ELSEVIER SCIENCE INC,https://www.journals.elsevier.com/journal-of-aging-studies,403,https://www.journals.elsevier.com/journal-of-aging-studies,BROKEN_403
2188,1553-6610,SEXUALITY RESEARCH AND SOCIAL  POLICY / SPRINGER,SPRINGER,http://www.springer.com/psychology/personality+%26+social+psychology/journal/13178,ERROR,timed out,BROKEN_NET
2189,1526-484X,INTERNATIONAL JOURNAL OF SPORT  NUTRITION AND EXER / HUMAN KINETICS PUBL INC,HUMAN KINETICS PUBL INC,http://hk.humankinetics.com/IJSNEM/journalAbout.cfm,200,http://hk.humankinetics.com/IJSNEM/journalAbout.cfm,WORKING
2190,0955-2359,Twentieth Century British History Oxford Universit / Unknown,Unknown,https://academic.oup.com/tcbh,403,https://academic.oup.com/tcbh,BROKEN_403
2191,1598-7477,GEOSCIENCES JOURNAL / GEOLOGICAL SOCIETY KOREA,GEOLOGICAL SOCIETY KOREA,https://www.springer.com/journal/12303,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F12303,WORKING
2192,2317-6326,Arquivos brasileiros de cirurgia digestiva : ABCD  / Unknown,Unknown,http://www.scielo.br/scielo.php?script=sci_serial&pid=0102-6720&lng=en&nrm=iso,200,http://www.scielo.br/j/abcd/,WORKING
2193,0972-0634,Journal of Health Management Sage Publications Ind / Unknown,Unknown,https://us.sagepub.com/en-us/nam/journal/journal-health-management,500,https://us.sagepub.com/en-us/nam/journal/journal-health-management,BROKEN_500
2194,0923-6082,MULTIDIMENSIONAL SYSTEMS AND  SIGNAL PROCESSING / SPRINGER,SPRINGER,https://www.springer.com/journal/11045,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F11045,WORKING
2195,1030-1887,AUSTRALIAN SYSTEMATIC BOTANY / CSIRO PUBLISHING,CSIRO PUBLISHING,http://www.publish.csiro.au/sb,403,http://www.publish.csiro.au/sb,BROKEN_403
2196,2673-4117,Eng Multidisciplinary Digital Publishing Institute / Unknown,Unknown,https://www.mdpi.com/journal/eng,403,https://www.mdpi.com/journal/eng,BROKEN_403
2197,1585-8553,COMMUNITY ECOLOGY / SPRINGER HEIDELBERG,SPRINGER HEIDELBERG,https://link.springer.com/journal/42974,200,https://link.springer.com/journal/42974,WORKING
2198,1472-4790,COMPARATIVE EUROPEAN POLITICS / PALGRAVE MACMILLAN LTD,PALGRAVE MACMILLAN LTD,https://link.springer.com/journal/41295,200,https://link.springer.com/journal/41295,WORKING
2199,2198-7491,Environmental Processes Springer Science and Busin / Unknown,Unknown,https://www.springer.com/journal/40710,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F40710,WORKING
2200,1321-7348,Asian Review of Accounting Emerald Group Publishin / Unknown,Unknown,http://www.emeraldinsight.com/journals.htm?issn=1321-7348,403,http://www.emeraldinsight.com/journals.htm?issn=1321-7348,BROKEN_403
2201,1541-180X,Teaching Artist Journal Routledge / Unknown,Unknown,https://www.tandfonline.com/toc/htaj20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2202,2089-4864,International Journal of Reconfigurable and Embedd / Unknown,Unknown,,NO_URL,,NO_URL
2203,1336-2364,Slavica Slovaca Jan Stanislav Institute of Slavist / Unknown,Unknown,http://www.slavu.sav.sk/casopisy/slavica.php,200,https://slavu.sav.sk/publikacie/casopisy/?journal_no=35,WORKING
2204,2666-3066,eFood John Wiley and Sons Inc / Unknown,Unknown,https://www.atlantis-press.com/journals/efood,200,https://www.atlantis-press.com/journals/efood,WORKING
2205,2232-1535,International Journal of Nanoelectronics and Mater / Unknown,Unknown,,NO_URL,,NO_URL
2206,1865-5599,ZEITSCHRIFT FUR HISTORISCHE  FORSCHUNG / DUNCKER AND HUMBLOT GMBH,DUNCKER AND HUMBLOT GMBH,http://www.duncker-humblot.de/index.php/zeitschriften/geschichte/zeitschrift-fur-historische-forschung.html,200,https://www.duncker-humblot.de/zeitschrift/zeitschrift-fuer-historische-forschung-zhf-16,WORKING
2207,2042-597X,"World Journal of Entrepreneurship, Management and  / Unknown",Unknown,http://www.worldsustainable.org/index.php/journals/wjemsd,404,http://www.worldsustainable.org/index.php/journals/wjemsd,BROKEN_404
2208,1740-6315,"HOME CULTURES / ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LT","ROUTLEDGE JOURNALS, TAYLOR &  FRANCIS LTD",https://www.tandfonline.com/toc/rfhc20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2209,1573-2487,Bridge Structures SAGE Publications Ltd / Unknown,Unknown,,NO_URL,,NO_URL
2210,2658-2503,Prace Filologiczne. Literaturoznawstwo University  / Unknown,Unknown,https://www.journals.polon.uw.edu.pl/index.php/pfl,ERROR,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1018),BROKEN_NET
2211,2673-7086,Geographies Multidisciplinary Digital Publishing I / Unknown,Unknown,,NO_URL,,NO_URL
2212,2338-1361,Journal of ASEAN Studies Bina Nusantara University / Unknown,Unknown,https://journal.binus.ac.id/index.php/jas,200,https://journal.binus.ac.id/index.php/jas,WORKING
2213,0016-7398,GEOGRAPHICAL JOURNAL / WILEY,WILEY,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-4959,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
2214,0884-0431,JOURNAL OF BONE AND MINERAL  RESEARCH / OXFORD UNIV PRESS,OXFORD UNIV PRESS,https://academic.oup.com/jbmr,403,https://academic.oup.com/jbmr,BROKEN_403
2215,0032-678X,PRAKTISCHE METALLOGRAPHIE- PRACTICAL METALLOGRAPHY / WALTER DE GRUYTER GMBH,WALTER DE GRUYTER GMBH,,NO_URL,,NO_URL
2216,2119-1026,CAHIERS DE CIVILISATION MEDIEVALE / CENTRE ETUD SUPERIEUR CIV MED,CENTRE ETUD SUPERIEUR CIV MED,,NO_URL,,NO_URL
2217,0007-0998,BRITISH JOURNAL OF EDUCATIONAL  PSYCHOLOGY / WILEY,WILEY,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2044-8279,200,https://onlinelibrary.wiley.com/action/cookieAbsent,WORKING
2218,0026-4598,MINERALIUM DEPOSITA / SPRINGER,SPRINGER,http://www.springer.com/journal/126,200,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Fwww.springer.com%2Fjournal%2F126,WORKING
2219,0730-7187,Art Documentation University of Chicago Press / Unknown,Unknown,https://www.journals.uchicago.edu/toc/adx/current,200,https://www.journals.uchicago.edu/toc/adx/current,WORKING
2220,0388-0001,LANGUAGE SCIENCES / ELSEVIER SCI LTD,ELSEVIER SCI LTD,http://www.elsevier.com/wps/find/journaldescription.cws_home/867/description#description,200,https://www.elsevier.com/products/journals,WORKING
2221,0081-2463,SOUTH AFRICAN JOURNAL OF  PSYCHOLOGY / SAGE PUBLICATIONS LTD,SAGE PUBLICATIONS LTD,http://search.epnet.com/direct.asp?db=aph&jid=%22SOP%22&scope=site,400,http://search.epnet.com/direct.asp?db=aph&jid=%22SOP%22&scope=site,BROKEN_400
2222,1944-6454,HARVARD JOURNAL OF ASIATIC  STUDIES / HARVARD-YENCHING INST,HARVARD-YENCHING INST,http://www.hjas.org/,200,https://hjas.org/,WORKING
2223,1527-8050,JOURNAL OF WORLD HISTORY / UNIV HAWAII PRESS,UNIV HAWAII PRESS,http://www.uhpress.hawaii.edu/t-journal-of-world-history.aspx,200,https://uhpress.hawaii.edu/title/jwh/,WORKING
2224,1606-0997,JOURNAL OF HEALTH POPULATION  AND NUTRITION / BMC,BMC,https://link.springer.com/journal/41043,200,https://link.springer.com/journal/41043,WORKING
2225,1863-2521,JOURNAL OF CHILDRENS  ORTHOPAEDICS / SAGE PUBLICATIONS INC,SAGE PUBLICATIONS INC,https://online.boneandjoint.org.uk/journal/jco,200,https://journals.sagepub.com/action/cookieAbsent,WORKING
2226,2666-6677,American Journal of Preventive Cardiology Elsevier / Unknown,Unknown,https://www.journals.elsevier.com/american-journal-of-preventive-cardiology,403,https://www.journals.elsevier.com/american-journal-of-preventive-cardiology,BROKEN_403
2227,0270-2711,Reading Psychology Taylor and Francis Ltd. / Unknown,Unknown,https://www.tandfonline.com/toc/urpy20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2228,1390-8065,Iconos FLACSO Ecuador / Unknown,Unknown,http://www.revistaiconos.ec,200,https://iconos.flacsoandes.edu.ec/index.php/iconos,WORKING
2229,1468-5248,JOURNAL OF TURBULENCE / TAYLOR & FRANCIS LTD,TAYLOR & FRANCIS LTD,https://www.tandfonline.com/toc/tjot20/current,200,https://www.tandfonline.com/action/cookieAbsent,WORKING
2230,2333-794X,Global Pediatric Health SAGE Publications Inc. / Unknown,Unknown,https://us.sagepub.com/en-us/nam/journal/global-pediatric-health,500,https://us.sagepub.com/en-us/nam/journal/global-pediatric-health,BROKEN_500
2231,0718-3305,Ingeniare Universidad de Tarapaca / Unknown,Unknown,http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-3305&lng=es&nrm=iso,403,http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-3305&lng=es&nrm=iso,BROKEN_403
